Transaction_ID,Date,Time,Sender_Bank,Receiver_Bank,UPI_App,Transaction_Type,Amount_INR,Status,Failure_Reason,City,Device_Type,Response_Time_ms,Is_Weekend
UPI100002077,2025-02-24,21:12:48,Kotak Mahindra,HDFC,Mobikwik,Fund Transfer,1247.81,Failed,Duplicate Transaction,Ludhiana,Android,455,False
UPI100002078,2025-02-09,15:34:23,Union Bank,SBI,CRED,P2P,2219.56,Success,NA,Pune,iOS,464,True
UPI100002079,2025-02-12,13:02:01,SBI,Yes Bank,WhatsApp Pay,Fund Transfer,776.93,Success,NA,Jalandhar,Android,1009,False
UPI100002080,2025-03-30,05:15:34,IndusInd Bank,Kotak Mahindra,WhatsApp Pay,Fund Transfer,622.3,Success,NA,Ahmedabad,Android,68,True
UPI100002081,2025-09-21,19:45:29,Union Bank,HDFC,CRED,P2P,2723.07,Success,NA,Lucknow,Android,905,True
UPI100002082,2025-11-13,08:07:10,ICICI,Bank of Baroda,CRED,P2P,638.22,Reversed,NPCI Switch Error,Delhi,Android,756,False
UPI100002083,2025-05-10,18:00:13,Union Bank,IDBI Bank,CRED,Merchant Payment,1893.07,Success,NA,Bengaluru,iOS,143,True
UPI100002084,2025-01-30,03:49:10,Axis Bank,Axis Bank,WhatsApp Pay,Fund Transfer,1476.88,Failed,Transaction Timeout,Hyderabad,iOS,333,False
UPI100002085,2025-11-02,07:45:55,Punjab National Bank,Axis Bank,CRED,Merchant Payment,3129.87,Success,NA,Amritsar,iOS,1169,True
UPI100002086,2025-06-27,05:40:28,SBI,IDBI Bank,CRED,P2M,151.23,Success,NA,Jalandhar,Android,198,False
UPI100002087,2025-05-08,22:10:17,Union Bank,Kotak Mahindra,Google Pay,Fund Transfer,1325.74,Success,NA,Kolkata,iOS,614,False
UPI100002088,2025-11-12,19:37:36,Bank of Baroda,Yes Bank,PhonePe,Recharge,248.18,Success,NA,Patiala,iOS,61,False
UPI100002089,2025-07-06,00:52:20,HDFC,Canara Bank,WhatsApp Pay,Fund Transfer,1648.1,Success,NA,Ahmedabad,iOS,590,True
UPI100002090,2025-04-18,04:07:50,Punjab National Bank,Canara Bank,BHIM,Fund Transfer,2085.42,Failed,Incorrect UPI PIN,Lucknow,Android,61,False
UPI100002091,2025-05-01,16:53:40,ICICI,Kotak Mahindra,Amazon Pay,P2P,1754.13,Success,NA,Jaipur,iOS,510,False
UPI100002092,2025-08-15,01:28:32,Kotak Mahindra,IndusInd Bank,WhatsApp Pay,Recharge,1177.11,Success,NA,Chandigarh,Android,556,False
UPI100002093,2025-12-23,21:38:24,Punjab National Bank,Kotak Mahindra,PhonePe,Merchant Payment,1008.78,Failed,Insufficient Balance,Ahmedabad,Android,2771,False
UPI100002094,2025-12-15,23:24:17,Punjab National Bank,IndusInd Bank,Google Pay,Recharge,700.06,Success,NA,Delhi,Android,1494,False
UPI100002095,2025-05-26,22:41:04,Punjab National Bank,Kotak Mahindra,Mobikwik,Merchant Payment,5068.43,Failed,Account Blocked/Frozen,Pune,iOS,93,False
UPI100002096,2025-08-05,14:50:41,Bank of Baroda,Punjab National Bank,Google Pay,Bill Payment,1471.21,Success,NA,Amritsar,Android,374,False
UPI100002097,2025-01-27,21:19:09,HDFC,Punjab National Bank,BHIM,Recharge,251.46,Success,NA,Amritsar,iOS,509,False
UPI100002098,2025-12-26,02:52:07,Axis Bank,Kotak Mahindra,BHIM,P2P,5646.42,Success,NA,Ludhiana,iOS,670,False
UPI100002099,2025-06-19,23:37:34,Yes Bank,ICICI,Google Pay,Recharge,801.87,Success,NA,Hyderabad,Android,430,False
UPI100002100,2025-04-29,00:02:48,IDBI Bank,Kotak Mahindra,Paytm,Merchant Payment,768.12,Success,NA,Jalandhar,iOS,2089,False
UPI100002101,2025-03-15,09:09:52,Bank of Baroda,Kotak Mahindra,WhatsApp Pay,P2M,50.04,Reversed,Bank Server Down,Chandigarh,Android,683,True
UPI100002102,2025-03-31,21:57:46,Union Bank,IDBI Bank,BHIM,Fund Transfer,791.75,Success,NA,Jalandhar,Android,2225,False
UPI100002103,2025-07-28,00:33:59,Canara Bank,HDFC,BHIM,P2P,995.02,Failed,Network Timeout,Pune,iOS,484,False
UPI100002104,2025-01-24,08:15:56,Bank of Baroda,Axis Bank,Google Pay,P2M,585.18,Success,NA,Mumbai,Android,447,False
UPI100002105,2025-06-23,09:59:09,IndusInd Bank,IDBI Bank,Paytm,P2P,678.44,Failed,Network Timeout,Ahmedabad,iOS,429,False
UPI100002106,2025-08-18,18:08:18,Kotak Mahindra,Canara Bank,PhonePe,Fund Transfer,3261.88,Success,NA,Chandigarh,iOS,231,False
UPI100002107,2025-11-18,21:14:53,Axis Bank,Punjab National Bank,WhatsApp Pay,Bill Payment,3351.65,Success,NA,Ludhiana,iOS,1668,False
UPI100002108,2025-09-16,14:17:37,Axis Bank,Kotak Mahindra,Google Pay,P2P,149.22,Success,NA,Ludhiana,iOS,170,False
UPI100002109,2025-03-01,05:32:45,Axis Bank,ICICI,CRED,Fund Transfer,2494.51,Success,NA,Pune,Android,635,True
UPI100002110,2025-06-22,11:05:35,SBI,HDFC,PhonePe,P2M,2518.02,Failed,Beneficiary Bank Unavailable,Jalandhar,iOS,613,True
UPI100002111,2025-02-13,09:57:31,Canara Bank,Yes Bank,PhonePe,Fund Transfer,3498.5,Success,NA,Mumbai,Android,312,False
UPI100002112,2025-04-27,16:12:33,Punjab National Bank,Union Bank,Amazon Pay,Bill Payment,4056.04,Success,NA,Kolkata,iOS,775,True
UPI100002113,2025-05-06,14:35:13,Bank of Baroda,IDBI Bank,PhonePe,P2P,1982.28,Reversed,NPCI Switch Error,Ludhiana,Android,874,False
UPI100002114,2025-03-01,09:03:44,SBI,SBI,WhatsApp Pay,Recharge,3396.62,Failed,Insufficient Balance,Chandigarh,Android,329,True
UPI100002115,2025-07-27,00:18:03,Kotak Mahindra,Union Bank,Mobikwik,Merchant Payment,1021.74,Success,NA,Mumbai,Android,235,True
UPI100002116,2025-08-07,14:19:48,Punjab National Bank,Bank of Baroda,Mobikwik,P2M,1139.41,Success,NA,Patiala,iOS,60,False
UPI100002117,2025-09-24,13:01:13,Punjab National Bank,HDFC,Mobikwik,Fund Transfer,4845.4,Success,NA,Jaipur,iOS,695,False
UPI100002118,2025-10-07,05:15:30,Axis Bank,Axis Bank,Mobikwik,Recharge,3446.15,Success,NA,Ludhiana,iOS,2145,False
UPI100002119,2025-05-12,17:12:00,SBI,Axis Bank,Paytm,Bill Payment,132.58,Success,NA,Lucknow,iOS,1091,False
UPI100002120,2025-08-10,03:26:06,Canara Bank,IndusInd Bank,Paytm,P2M,177.43,Success,NA,Jalandhar,Android,296,True
UPI100002121,2025-02-21,17:10:50,Yes Bank,Kotak Mahindra,Mobikwik,Merchant Payment,442.85,Pending,NA,Lucknow,Android,772,False
UPI100002122,2025-02-02,07:30:11,IDBI Bank,IndusInd Bank,BHIM,Merchant Payment,2743.94,Success,NA,Pune,Android,908,True
UPI100002123,2025-03-22,22:37:48,HDFC,HDFC,PhonePe,P2P,755.39,Failed,Beneficiary Bank Unavailable,Kolkata,Android,520,True
UPI100002124,2025-10-10,16:10:15,ICICI,SBI,Google Pay,Merchant Payment,37.35,Success,NA,Patiala,iOS,266,False
UPI100002125,2025-04-01,05:03:43,HDFC,IndusInd Bank,WhatsApp Pay,P2M,3943.92,Failed,Duplicate Transaction,Jaipur,iOS,2474,False
UPI100002126,2025-11-07,17:39:05,Punjab National Bank,Kotak Mahindra,Amazon Pay,P2P,1540.82,Success,NA,Ludhiana,Android,63,False
UPI100002127,2025-05-18,22:23:07,HDFC,ICICI,WhatsApp Pay,Merchant Payment,1119.24,Failed,Daily Limit Exceeded,Ludhiana,iOS,1593,True
UPI100002128,2025-03-24,18:08:47,Bank of Baroda,Union Bank,Amazon Pay,P2P,1268.61,Success,NA,Amritsar,iOS,1038,False
UPI100002129,2025-06-15,13:34:59,IDBI Bank,HDFC,PhonePe,Bill Payment,3580.35,Failed,PSP Server Error,Amritsar,iOS,890,True
UPI100002130,2025-06-30,06:36:03,SBI,Yes Bank,Paytm,Merchant Payment,2163.46,Success,NA,Lucknow,Android,1381,False
UPI100002131,2025-09-02,02:40:51,IDBI Bank,Punjab National Bank,WhatsApp Pay,Bill Payment,143.9,Success,NA,Patiala,Android,615,False
UPI100002132,2025-03-16,22:03:48,HDFC,HDFC,CRED,Recharge,4506.83,Success,NA,Amritsar,Android,211,True
UPI100002133,2025-12-02,19:49:44,IndusInd Bank,Kotak Mahindra,BHIM,Fund Transfer,1386.68,Failed,Duplicate Transaction,Amritsar,Android,549,False
UPI100002134,2025-08-20,19:54:51,IndusInd Bank,Yes Bank,BHIM,P2M,772.37,Reversed,NPCI Switch Error,Hyderabad,Android,1114,False
UPI100002135,2025-01-01,21:01:32,Kotak Mahindra,HDFC,CRED,P2P,2742.02,Success,NA,Delhi,iOS,329,False
UPI100002136,2025-05-13,21:24:40,Union Bank,Canara Bank,PhonePe,P2M,3469.97,Failed,NPCI Switch Error,Ludhiana,Android,163,False
UPI100002137,2025-07-08,17:03:16,IDBI Bank,Kotak Mahindra,Mobikwik,P2P,1179.46,Success,NA,Amritsar,Android,780,False
UPI100002138,2025-03-08,13:43:41,Bank of Baroda,IDBI Bank,WhatsApp Pay,Fund Transfer,618.8,Failed,Invalid VPA,Amritsar,iOS,1004,True
UPI100002139,2025-12-03,18:26:16,IDBI Bank,Kotak Mahindra,CRED,Fund Transfer,469.17,Failed,Account Blocked/Frozen,Kolkata,iOS,328,False
UPI100002140,2025-06-30,20:16:08,Kotak Mahindra,Yes Bank,Paytm,Recharge,1545.54,Success,NA,Kolkata,iOS,773,False
UPI100002141,2025-04-02,16:51:03,ICICI,Canara Bank,WhatsApp Pay,Recharge,2203.31,Success,NA,Ahmedabad,Android,1035,False
UPI100002142,2025-03-02,16:51:46,IndusInd Bank,Axis Bank,Amazon Pay,P2P,1905.2,Success,NA,Jaipur,Android,400,True
UPI100002143,2025-01-13,16:30:16,Union Bank,SBI,Google Pay,P2M,7809.85,Success,NA,Delhi,iOS,1083,False
UPI100002144,2025-08-20,07:20:14,Union Bank,Axis Bank,Google Pay,Merchant Payment,1012.42,Pending,NA,Bengaluru,Android,2884,False
UPI100002145,2025-12-26,08:11:33,ICICI,Yes Bank,Paytm,Recharge,1332.86,Pending,NA,Ahmedabad,iOS,694,False
UPI100002146,2025-12-13,08:17:45,HDFC,Kotak Mahindra,CRED,Fund Transfer,1023.88,Success,NA,Lucknow,iOS,170,True
UPI100002147,2025-10-16,05:06:49,Kotak Mahindra,IDBI Bank,WhatsApp Pay,P2P,109.84,Failed,Daily Limit Exceeded,Patiala,Android,528,False
UPI100002148,2025-10-29,15:03:31,Yes Bank,Yes Bank,Google Pay,Bill Payment,411.64,Success,NA,Ludhiana,Android,147,False
UPI100002149,2025-04-07,23:29:57,Axis Bank,SBI,CRED,P2M,692.55,Success,NA,Pune,Android,537,False
UPI100002150,2025-05-21,18:57:17,Union Bank,Kotak Mahindra,Mobikwik,P2P,851.22,Success,NA,Patiala,iOS,1627,False
UPI100002151,2025-07-29,22:51:45,Kotak Mahindra,HDFC,Paytm,Merchant Payment,21.55,Failed,Network Timeout,Jaipur,iOS,1734,False
UPI100002152,2025-01-16,23:52:48,Axis Bank,IndusInd Bank,WhatsApp Pay,P2M,3852.52,Failed,Transaction Timeout,Jalandhar,iOS,1014,False
UPI100002153,2025-08-26,19:57:39,HDFC,Bank of Baroda,Mobikwik,P2M,528.76,Failed,Incorrect UPI PIN,Chandigarh,iOS,1794,False
UPI100002154,2025-10-12,02:00:28,Punjab National Bank,ICICI,PhonePe,Merchant Payment,1694.79,Success,NA,Ludhiana,Android,136,True
UPI100002155,2025-10-27,22:59:17,Union Bank,ICICI,WhatsApp Pay,P2M,924.87,Failed,Incorrect UPI PIN,Mumbai,iOS,325,False
UPI100002156,2025-04-30,21:00:14,SBI,Union Bank,PhonePe,Recharge,584.04,Success,NA,Lucknow,Android,1221,False
UPI100002157,2025-08-08,19:41:11,Union Bank,IDBI Bank,Mobikwik,P2M,250.98,Success,NA,Bengaluru,Android,1695,False
UPI100002158,2025-06-29,10:36:57,ICICI,Kotak Mahindra,BHIM,Recharge,1899.8,Pending,NA,Bengaluru,iOS,378,True
UPI100002159,2025-05-21,05:27:17,Yes Bank,Kotak Mahindra,PhonePe,Merchant Payment,202.4,Failed,Invalid VPA,Pune,Android,802,False
UPI100002160,2025-10-06,10:33:56,Kotak Mahindra,Axis Bank,BHIM,P2P,842.78,Success,NA,Ahmedabad,iOS,95,False
UPI100002161,2025-04-15,02:25:38,SBI,Yes Bank,Google Pay,Bill Payment,697.56,Success,NA,Pune,iOS,90,False
UPI100002162,2025-10-30,16:06:33,Canara Bank,IndusInd Bank,Amazon Pay,P2M,1134.81,Failed,Incorrect UPI PIN,Amritsar,iOS,904,False
UPI100002163,2025-03-25,14:36:39,Punjab National Bank,ICICI,Mobikwik,P2P,707.35,Success,NA,Bengaluru,iOS,451,False
UPI100002164,2025-12-25,05:28:13,SBI,Bank of Baroda,Google Pay,Merchant Payment,848.28,Failed,Network Timeout,Patiala,Android,1392,False
UPI100002165,2025-07-15,06:48:40,SBI,Punjab National Bank,CRED,Recharge,4185.37,Failed,Beneficiary Bank Unavailable,Lucknow,Android,303,False
UPI100002166,2025-10-27,11:04:00,SBI,Axis Bank,BHIM,Fund Transfer,131.4,Failed,Account Blocked/Frozen,Kolkata,Android,341,False
UPI100002167,2025-11-03,12:07:14,Kotak Mahindra,SBI,CRED,Bill Payment,1171.83,Failed,PSP Server Error,Amritsar,Android,512,False
UPI100002168,2025-02-19,12:35:35,Canara Bank,HDFC,Mobikwik,Bill Payment,1940.1,Failed,Duplicate Transaction,Bengaluru,Android,533,False
UPI100002169,2025-04-18,17:21:36,ICICI,Union Bank,CRED,P2P,3080.99,Failed,NPCI Switch Error,Ludhiana,iOS,1004,False
UPI100002170,2025-10-08,23:59:24,Canara Bank,HDFC,BHIM,Merchant Payment,16.54,Success,NA,Kolkata,Android,375,False
UPI100002171,2025-06-19,06:16:44,Punjab National Bank,Kotak Mahindra,Google Pay,P2M,772.25,Success,NA,Ahmedabad,iOS,612,False
UPI100002172,2025-04-03,16:13:40,Axis Bank,SBI,Amazon Pay,P2M,6534.46,Failed,Duplicate Transaction,Kolkata,Android,566,False
UPI100002173,2025-06-04,23:03:46,IndusInd Bank,Punjab National Bank,Paytm,Bill Payment,4035.35,Success,NA,Bengaluru,iOS,950,False
UPI100002174,2025-05-22,03:53:07,IDBI Bank,Canara Bank,Google Pay,P2M,447.7,Success,NA,Bengaluru,iOS,550,False
UPI100002175,2025-08-09,19:22:21,IndusInd Bank,Canara Bank,Google Pay,P2M,676.8,Reversed,Duplicate Transaction,Jalandhar,iOS,946,True
UPI100002176,2025-03-20,09:50:11,IDBI Bank,Axis Bank,WhatsApp Pay,Merchant Payment,1284.89,Success,NA,Pune,iOS,162,False
UPI100002177,2025-08-20,09:46:36,Kotak Mahindra,ICICI,Amazon Pay,Merchant Payment,1739.93,Failed,Network Timeout,Amritsar,iOS,1677,False
UPI100002178,2025-02-09,10:14:15,IDBI Bank,Punjab National Bank,Mobikwik,Fund Transfer,2379.78,Success,NA,Delhi,Android,3118,True
UPI100002179,2025-10-05,06:02:27,Axis Bank,ICICI,WhatsApp Pay,P2P,108.77,Success,NA,Amritsar,Android,433,True
UPI100002180,2025-01-27,09:51:40,SBI,SBI,PhonePe,Merchant Payment,956.04,Success,NA,Bengaluru,iOS,1446,False
UPI100002181,2025-11-19,20:36:55,ICICI,SBI,BHIM,Bill Payment,708.84,Failed,Daily Limit Exceeded,Hyderabad,iOS,159,False
UPI100002182,2025-05-21,16:06:27,Yes Bank,SBI,Amazon Pay,Merchant Payment,4529.04,Failed,PSP Server Error,Patiala,Android,229,False
UPI100002183,2025-11-02,08:39:42,IDBI Bank,HDFC,BHIM,Merchant Payment,187.9,Failed,Incorrect UPI PIN,Pune,iOS,75,True
UPI100002184,2025-11-11,10:45:18,HDFC,ICICI,WhatsApp Pay,Fund Transfer,437.32,Failed,Invalid VPA,Pune,iOS,1613,False
UPI100002185,2025-01-31,03:43:36,Canara Bank,Canara Bank,WhatsApp Pay,Merchant Payment,2171.1,Success,NA,Bengaluru,Android,210,False
UPI100002186,2025-10-08,12:22:30,HDFC,Axis Bank,Amazon Pay,P2M,1332.44,Success,NA,Chandigarh,Android,267,False
UPI100002187,2025-03-04,15:55:00,Canara Bank,Bank of Baroda,Google Pay,P2M,107.72,Reversed,Bank Server Down,Bengaluru,Android,384,False
UPI100002188,2025-04-12,12:27:47,Punjab National Bank,Punjab National Bank,Amazon Pay,P2P,1466.36,Success,NA,Hyderabad,iOS,357,True
UPI100002189,2025-05-27,13:33:17,Canara Bank,Punjab National Bank,CRED,Fund Transfer,283.06,Failed,Transaction Timeout,Amritsar,iOS,92,False
UPI100002190,2025-07-14,23:51:53,IDBI Bank,Kotak Mahindra,WhatsApp Pay,Merchant Payment,1983.7,Success,NA,Mumbai,iOS,967,False
UPI100002191,2025-04-07,04:10:14,Axis Bank,Axis Bank,Amazon Pay,Recharge,1346.82,Failed,PSP Server Error,Amritsar,Android,207,False
UPI100002192,2025-09-05,14:26:05,Kotak Mahindra,IDBI Bank,WhatsApp Pay,P2M,495.23,Success,NA,Jalandhar,Android,370,False
UPI100002193,2025-10-01,21:45:47,Kotak Mahindra,Union Bank,Mobikwik,P2P,6689.38,Success,NA,Mumbai,Android,206,False
UPI100002194,2025-02-08,01:57:56,IDBI Bank,IndusInd Bank,Google Pay,P2P,422.29,Success,NA,Jalandhar,Android,1221,True
UPI100002195,2025-02-20,03:30:51,Kotak Mahindra,ICICI,PhonePe,Recharge,187.55,Success,NA,Bengaluru,Android,400,False
UPI100002196,2025-10-18,08:08:08,IDBI Bank,ICICI,BHIM,P2P,2323.58,Failed,Bank Server Down,Delhi,iOS,1335,True
UPI100002197,2025-11-24,01:03:36,ICICI,Yes Bank,WhatsApp Pay,Fund Transfer,46.29,Failed,Duplicate Transaction,Amritsar,Android,940,False
UPI100002198,2025-09-06,22:00:11,Punjab National Bank,Punjab National Bank,Mobikwik,Bill Payment,1009.13,Success,NA,Pune,Android,1278,True
UPI100002199,2025-06-14,15:38:04,Kotak Mahindra,Axis Bank,WhatsApp Pay,Recharge,586.6,Failed,Network Timeout,Amritsar,iOS,177,True
UPI100002200,2025-12-15,04:32:08,Bank of Baroda,Kotak Mahindra,PhonePe,P2P,2546.14,Success,NA,Hyderabad,Android,103,False
UPI100002201,2025-07-06,07:41:17,Union Bank,Yes Bank,BHIM,Recharge,1934.82,Success,NA,Ludhiana,Android,971,True
UPI100002202,2025-10-05,22:10:04,IndusInd Bank,IDBI Bank,Mobikwik,P2P,1916.26,Success,NA,Patiala,Android,492,True
UPI100002203,2025-04-05,13:08:44,Punjab National Bank,Kotak Mahindra,Amazon Pay,Bill Payment,1245.75,Failed,Bank Server Down,Lucknow,iOS,185,True
UPI100002204,2025-12-01,18:29:16,Kotak Mahindra,Punjab National Bank,WhatsApp Pay,Fund Transfer,380.92,Failed,Incorrect UPI PIN,Jaipur,Android,389,False
UPI100002205,2025-04-20,12:17:13,Axis Bank,SBI,WhatsApp Pay,Merchant Payment,97.78,Failed,Insufficient Balance,Chandigarh,iOS,88,True
UPI100002206,2025-02-14,07:17:41,Union Bank,Axis Bank,WhatsApp Pay,P2P,1219.13,Failed,Transaction Timeout,Hyderabad,Android,1922,False
UPI100002207,2025-01-07,15:07:50,Union Bank,Canara Bank,Paytm,P2P,1526.46,Failed,Incorrect UPI PIN,Ahmedabad,iOS,272,False
UPI100002208,2025-12-17,05:56:40,HDFC,IndusInd Bank,PhonePe,P2M,1094.62,Success,NA,Ludhiana,Android,525,False
UPI100002209,2025-01-11,20:25:24,HDFC,Canara Bank,BHIM,Recharge,2177.71,Success,NA,Jalandhar,Android,1187,True
UPI100002210,2025-12-12,18:35:17,ICICI,Punjab National Bank,WhatsApp Pay,Recharge,387.4,Failed,Transaction Timeout,Ahmedabad,Android,779,False
UPI100002211,2025-10-27,05:36:33,Axis Bank,Axis Bank,Google Pay,P2P,2275.05,Success,NA,Amritsar,iOS,502,False
UPI100002212,2025-01-27,00:00:16,Union Bank,Bank of Baroda,CRED,P2M,737.22,Success,NA,Patiala,iOS,555,False
UPI100002213,2025-06-26,00:32:26,Canara Bank,Yes Bank,Amazon Pay,Fund Transfer,546.22,Success,NA,Bengaluru,Android,508,False
UPI100002214,2025-02-09,06:50:01,ICICI,Bank of Baroda,Amazon Pay,P2M,107.82,Success,NA,Chandigarh,Android,610,True
UPI100002215,2025-09-06,12:45:52,Canara Bank,Punjab National Bank,CRED,Recharge,3668.61,Success,NA,Jaipur,Android,146,True
UPI100002216,2025-10-08,17:00:40,Bank of Baroda,Canara Bank,Google Pay,Recharge,1524.83,Failed,Account Blocked/Frozen,Jaipur,Android,3660,False
UPI100002217,2025-12-12,16:31:21,SBI,Union Bank,Amazon Pay,Recharge,1101.6,Failed,Incorrect UPI PIN,Lucknow,iOS,430,False
UPI100002218,2025-12-22,11:34:04,ICICI,Punjab National Bank,CRED,Bill Payment,570.95,Pending,NA,Mumbai,iOS,1003,False
UPI100002219,2025-06-25,12:55:46,SBI,Axis Bank,BHIM,P2M,1272.93,Success,NA,Kolkata,Android,192,False
UPI100002220,2025-03-22,15:24:10,ICICI,Canara Bank,BHIM,Bill Payment,560.61,Success,NA,Ahmedabad,iOS,1605,True
UPI100002221,2025-05-10,01:09:23,Union Bank,IDBI Bank,Google Pay,Recharge,890.79,Success,NA,Amritsar,iOS,73,True
UPI100002222,2025-05-20,11:25:19,Kotak Mahindra,Yes Bank,Google Pay,P2M,143.52,Success,NA,Hyderabad,iOS,249,False
UPI100002223,2025-12-17,19:57:06,Punjab National Bank,IndusInd Bank,BHIM,Recharge,1955.01,Failed,Account Blocked/Frozen,Ludhiana,Android,50,False
UPI100002224,2025-06-30,21:56:01,Bank of Baroda,Yes Bank,Amazon Pay,P2P,914.28,Success,NA,Bengaluru,iOS,183,False
UPI100002225,2025-04-08,06:03:23,Yes Bank,Axis Bank,Paytm,Bill Payment,1066.07,Failed,Account Blocked/Frozen,Patiala,iOS,186,False
UPI100002226,2025-12-30,07:52:35,Punjab National Bank,Bank of Baroda,WhatsApp Pay,Fund Transfer,134.21,Reversed,NPCI Switch Error,Mumbai,Android,369,False
UPI100002227,2025-07-05,13:55:39,Axis Bank,IDBI Bank,BHIM,Recharge,5032.62,Failed,Duplicate Transaction,Mumbai,iOS,2846,True
UPI100002228,2025-06-18,05:46:00,HDFC,Yes Bank,Google Pay,P2M,3991.73,Success,NA,Jaipur,iOS,1201,False
UPI100002229,2025-09-20,16:08:46,Yes Bank,Kotak Mahindra,Paytm,Bill Payment,1413.68,Success,NA,Chandigarh,Android,3791,True
UPI100002230,2025-11-11,02:39:53,Punjab National Bank,IDBI Bank,Paytm,Fund Transfer,940.01,Failed,Transaction Timeout,Hyderabad,iOS,961,False
UPI100002231,2025-10-28,18:50:52,Axis Bank,Bank of Baroda,WhatsApp Pay,Fund Transfer,1129.69,Failed,Transaction Timeout,Jalandhar,iOS,161,False
UPI100002232,2025-12-17,12:03:40,Axis Bank,Bank of Baroda,BHIM,P2P,372.57,Success,NA,Delhi,iOS,187,False
UPI100002233,2025-01-13,02:11:47,Punjab National Bank,SBI,CRED,Fund Transfer,1015.86,Success,NA,Delhi,Android,5924,False
UPI100002234,2025-04-19,22:50:03,Yes Bank,SBI,Google Pay,Fund Transfer,936.34,Reversed,Duplicate Transaction,Kolkata,Android,907,True
UPI100002235,2025-04-16,16:09:04,Canara Bank,ICICI,WhatsApp Pay,P2P,5863.73,Failed,Incorrect UPI PIN,Mumbai,iOS,223,False
UPI100002236,2025-11-28,01:49:46,Canara Bank,Canara Bank,WhatsApp Pay,P2M,2280.62,Reversed,Bank Server Down,Hyderabad,iOS,1033,False
UPI100002237,2025-07-07,21:04:48,Punjab National Bank,Bank of Baroda,WhatsApp Pay,Fund Transfer,82.43,Failed,NPCI Switch Error,Pune,Android,1578,False
UPI100002238,2025-01-03,08:22:53,Kotak Mahindra,ICICI,Google Pay,P2P,1230.15,Failed,PSP Server Error,Ahmedabad,iOS,1933,False
UPI100002239,2025-05-24,21:18:07,ICICI,Bank of Baroda,BHIM,Merchant Payment,1069.56,Success,NA,Pune,Android,407,True
UPI100002240,2025-04-19,05:08:55,HDFC,Bank of Baroda,Paytm,P2P,3035.47,Success,NA,Jalandhar,Android,75,True
UPI100002241,2025-04-02,15:28:24,Yes Bank,ICICI,Google Pay,Merchant Payment,227.94,Failed,Daily Limit Exceeded,Ahmedabad,iOS,330,False
UPI100002242,2025-02-21,14:22:27,Kotak Mahindra,Union Bank,PhonePe,Recharge,729.2,Success,NA,Ahmedabad,iOS,552,False
UPI100002243,2025-04-09,03:54:19,Bank of Baroda,ICICI,CRED,Recharge,150.82,Failed,Bank Server Down,Chandigarh,iOS,312,False
UPI100002244,2025-07-13,02:56:45,Axis Bank,SBI,CRED,Merchant Payment,920.22,Failed,Beneficiary Bank Unavailable,Amritsar,iOS,725,True
UPI100002245,2025-03-16,11:15:58,Punjab National Bank,HDFC,Amazon Pay,Fund Transfer,1406.76,Success,NA,Ahmedabad,Android,428,True
UPI100002246,2025-08-27,01:35:31,Union Bank,Bank of Baroda,Google Pay,P2P,275.06,Success,NA,Hyderabad,Android,3019,False
UPI100002247,2025-03-15,07:13:58,Union Bank,Yes Bank,WhatsApp Pay,Fund Transfer,1887.66,Failed,Incorrect UPI PIN,Delhi,iOS,633,True
UPI100002248,2025-10-23,21:14:48,Canara Bank,Union Bank,PhonePe,P2M,2680.13,Success,NA,Patiala,iOS,616,False
UPI100002249,2025-09-20,23:32:46,SBI,Kotak Mahindra,Amazon Pay,Merchant Payment,1983.79,Failed,Daily Limit Exceeded,Jalandhar,Android,1511,True
UPI100002250,2025-08-25,22:27:26,ICICI,Bank of Baroda,Mobikwik,Bill Payment,4317.08,Success,NA,Ludhiana,Android,154,False
UPI100002251,2025-10-31,10:54:40,IndusInd Bank,SBI,WhatsApp Pay,Bill Payment,2259.95,Pending,NA,Jaipur,iOS,340,False
UPI100002252,2025-09-12,13:34:08,Union Bank,Kotak Mahindra,Paytm,Merchant Payment,2168.05,Success,NA,Pune,Android,1124,False
UPI100002253,2025-11-17,11:11:25,ICICI,ICICI,CRED,Fund Transfer,190.13,Failed,Network Timeout,Delhi,Android,306,False
UPI100002254,2025-05-31,21:06:38,Canara Bank,ICICI,CRED,Bill Payment,1741.45,Success,NA,Jalandhar,Android,455,True
UPI100002255,2025-12-22,12:48:43,Bank of Baroda,Union Bank,PhonePe,P2P,678.88,Success,NA,Bengaluru,iOS,1018,False
UPI100002256,2025-06-12,04:31:58,Union Bank,Bank of Baroda,BHIM,P2P,3341.77,Failed,Incorrect UPI PIN,Amritsar,Android,1012,False
UPI100002257,2025-01-21,14:41:59,Punjab National Bank,SBI,Paytm,Recharge,1160.19,Failed,NPCI Switch Error,Mumbai,Android,1190,False
UPI100002258,2025-12-26,08:11:51,Bank of Baroda,ICICI,Paytm,P2M,519.17,Failed,Incorrect UPI PIN,Mumbai,Android,274,False
UPI100002259,2025-12-25,04:02:05,Axis Bank,Union Bank,PhonePe,P2M,3960.3,Success,NA,Kolkata,iOS,534,False
UPI100002260,2025-02-23,00:40:22,Punjab National Bank,Yes Bank,PhonePe,P2M,2119.55,Pending,NA,Amritsar,iOS,346,True
UPI100002261,2025-03-24,15:26:54,ICICI,Punjab National Bank,PhonePe,Fund Transfer,949.68,Failed,Account Blocked/Frozen,Amritsar,iOS,329,False
